date,tem,srd,vpd,wind,dir
9/27/79,295.6284808,216.7340216,1.915489778,1.663398739,241.0016174
9/28/79,295.7526504,215.629985,2.002558322,1.239418777,245.0007324
9/29/79,296.0799579,213.0753875,2.039338596,0.886503271,250.9994049
9/30/79,297.1377992,210.6172379,2.140741491,0.48229104,237.9995422
10/1/79,297.0482838,206.380118,2.108110616,0.94286487,58.99806213
10/2/79,297.8812968,203.0620333,2.174531507,1.465523041,243.0011749
10/3/79,295.5216884,206.9257673,1.875136068,0.920089202,258.0005798
10/4/79,296.0166431,190.6793695,1.932646474,0.981856445,267.9983826
10/5/79,295.3500782,203.8711916,1.968919903,1.312165334,263.9992676
10/6/79,295.8741874,202.9764108,2.065776297,0.760465349,276.0020752
10/7/79,296.3799296,199.5057767,2.107671799,1.627709867,224.9996796
10/8/79,294.8163414,198.6212716,1.789179883,1.522910052,223.0001221
10/9/79,294.0860423,193.7911105,1.739887473,0.718561969,234.0004272
10/10/79,294.2336878,196.7852237,1.798413858,1.152663621,247.9973297
10/11/79,294.0404641,184.7608636,1.808701278,1.552971189,241.9986572
10/12/79,294.1957693,191.4583221,1.777946207,1.675899929,237.0025024
10/13/79,293.2574339,180.0556797,1.634294049,1.569944546,215.9989319
10/14/79,293.4234908,186.2872061,1.512538714,1.987805164,217.0014496
10/15/79,290.8564953,186.4433501,1.35476075,1.875943983,234.0004272
10/16/79,291.2502489,174.8944306,1.298721758,0.815314935,245.9977722
10/17/79,291.9705296,153.2983224,1.380876413,0.770783865,89.99942017
10/18/79,291.8435467,177.8885054,1.367131476,2.242149418,223.0001221
10/19/79,291.403728,133.1847199,1.163910096,4.061062591,226.0021973
10/20/79,284.6394577,90.46676082,0.359051325,3.207381718,215.0018921
10/21/79,285.0313768,169.5273347,0.659761791,1.463365932,243.0011749
10/22/79,284.2546476,173.9759632,0.777729445,0.717382378,76.9995575
10/23/79,286.0697193,164.5883862,0.853328412,0.715938694,80.99867249
10/24/79,289.4303567,167.2680369,1.074353596,0.459625406,89.99942017
10/25/79,290.6406546,168.9884871,1.228696236,0.944093074,202.0020294
10/26/79,289.9896779,167.4857966,1.255656661,1.783110788,223.0001221
10/27/79,286.9507563,167.6643877,0.925622035,0.690967303,291.9985352
10/28/79,286.8341562,165.1306325,0.985444284,1.615875971,221.9976044
10/29/79,281.3678873,87.08219966,0.550105563,2.697523424,306.0009155
10/30/79,278.1715538,160.551908,0.474091946,2.111279759,352.001709
10/31/79,280.4513402,91.14647581,0.563687959,0.481518079,356.000824
11/1/79,281.1831401,157.4089843,0.663899594,0.825841494,293.0010681
11/2/79,280.843012,139.1762761,0.653197876,0.747914246,339.0018311
11/3/79,283.2706318,148.368674,0.81823365,0.779716137,247.0002899
11/4/79,284.6191538,150.9081449,0.869972049,1.931817803,204.0015869
11/5/79,283.1735454,149.3030146,0.778355023,0.791538945,234.0004272
11/6/79,282.5805634,109.5495608,0.707379572,1.153633282,69.99836731
11/7/79,284.2662498,76.39390065,0.623616103,0.654831095,217.0014496
11/8/79,283.7834661,110.612812,0.61062089,1.88533262,228.0017548
11/9/79,282.1343147,115.9447587,0.588240128,1.739046595,239.9990997
11/10/79,280.9577495,143.9474391,0.582601593,1.221204876,263.9992676
11/11/79,280.6883845,143.0084745,0.675837887,1.674538164,252.0019226
11/12/79,280.4153401,142.3009327,0.641597933,0.376762336,10.99772739
11/13/79,281.0044768,139.0869746,0.651660232,0.403386465,82.13935891
11/14/79,281.6102578,127.8649338,0.656067877,1.170939452,54.00190735
11/15/79,281.7449827,136.8189164,0.683013307,1.07662675,45.00115967
11/16/79,281.7687363,137.0959601,0.686460422,0.693741042,56.00146484
11/17/79,281.6262476,127.3932023,0.61457794,0.695942102,250.9994049
11/18/79,283.3781077,113.4887261,0.625138061,1.846956399,228.9987946
11/19/79,280.2721707,88.49332944,0.431124282,1.004001452,304.0013733
11/20/79,275.7007152,63.20593805,0.308180029,1.871819375,254.0014801
11/21/79,275.3263914,129.1923045,0.366854717,1.59089864,315.0016785
11/22/79,274.541541,131.4017389,0.36141439,0.97400514,311.9996033
11/23/79,275.3657467,93.27430705,0.36491059,1.192190856,213.9993744
11/24/79,276.0078764,94.9121733,0.406930116,1.406129127,248.9998474
11/25/79,279.0057719,121.9736017,0.485371428,1.649535106,226.9992371
11/26/79,281.3483113,92.86045548,0.595528454,2.246194647,221.9976044
11/27/79,277.4761867,124.6711871,0.442957723,1.363635405,306.9979553
11/28/79,274.019888,125.0160074,0.35296249,1.747935755,45.00115967
11/29/79,273.0606603,112.3923538,0.35173755,1.301460031,41.00204468
11/30/79,274.9524696,123.942578,0.430933558,0.714513702,23.00054932
12/1/79,275.6264454,125.2694956,0.420143633,0.704231618,23.99758911
12/2/79,276.486051,112.5065293,0.417276057,0.524884301,58.00102234
12/3/79,278.0691274,121.0893413,0.457485972,0.624116937,52.00234985
12/4/79,278.3025796,121.3702171,0.450165136,0.469922411,52.99938965
12/5/79,278.6688258,121.4224374,0.46983732,0.81894969,234.997467
12/6/79,278.4504781,118.9725935,0.449408444,0.40223437,4.302911596
12/7/79,278.561467,118.9923465,0.442859411,0.444246272,37.99996948
12/8/79,278.2667994,115.5696102,0.418725216,0.509297103,62.00013733
12/9/79,277.6002906,117.9992561,0.386753869,0.340372156,47.05003357
12/10/79,278.1563555,117.4980367,0.409856935,0.65026978,206.9981842
12/11/79,276.4589676,117.9405056,0.345164868,1.434943034,23.00054932
12/12/79,273.5082705,121.1379692,0.305178235,0.941443585,21.99803162
12/13/79,273.4995292,121.662483,0.310495315,0.61647848,19.99847412
12/14/79,273.4634107,118.7252774,0.297195247,0.392365828,47.00071716
12/15/79,275.0166293,118.0644822,0.330011093,0.252125657,58.00102234
12/16/79,275.3531351,117.4395919,0.332479271,0.691147009,47.00071716
12/17/79,276.3199789,116.9912235,0.369521201,0.605621711,37.99996948
12/18/79,276.5744899,117.1271738,0.381208542,0.370074712,47.00071716
12/19/79,276.5366692,113.001568,0.374108665,0.496094551,254.0014801
12/20/79,277.5510768,71.02340462,0.376252311,0.429117431,254.0014801
12/21/79,278.4847611,92.67663931,0.365989625,0.81432567,243.9982147
12/22/79,278.0734677,70.34402258,0.374422514,1.369005316,221.9976044
12/23/79,276.0859108,117.6252141,0.355856796,0.760400448,248.9998474
12/24/79,276.0983315,111.340559,0.328547786,0.791083461,247.0002899
12/25/79,278.8418988,98.44641783,0.457871234,0.460876205,60.00057983
12/26/79,278.6513511,55.56534475,0.347068792,1.497606362,34.99789429
12/27/79,277.6207192,65.41800778,0.311618243,0.670824653,326.9990234
