ID,0,30,60,90,120,150,180,210,240,270,300,330,360
0,4606.271944493555,6716.7156334155425,10491.185685667988,5925.288591233245,4250.951205288032,3870.1166119313593,4606.271944493555,6716.7156334155425,10491.185685667988,5925.288591233245,4250.951205288032,3870.1166119313593,4606.271944493555
